Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption,Month,DayOfWeek,IsWeekend,Quarter,DayOfYear,ZoneEncoded,ZoneLabel
2023-01-09,Z4_Commercial,5.86,85.44,1,29752.0,1,0,0,1,9,3,Z4_Commercial
2023-01-09,Z5_Airport,5.86,85.44,1,41847.0,1,0,0,1,9,4,Z5_Airport
2023-01-10,Z1_Downtown,1.04,82.98,0,21728.0,1,1,0,1,10,0,Z1_Downtown
2023-01-10,Z2_Industrial,1.04,82.98,0,46100.8,1,1,0,1,10,1,Z2_Industrial
2023-01-10,Z3_Residential,1.04,82.98,0,18088.7,1,1,0,1,10,2,Z3_Residential
2023-01-10,Z4_Commercial,1.04,82.98,0,26606.8,1,1,0,1,10,3,Z4_Commercial
2023-01-10,Z5_Airport,1.04,82.98,0,38990.3,1,1,0,1,10,4,Z5_Airport
2023-01-11,Z1_Downtown,5.24,73.62,1,22769.8,1,2,0,1,11,0,Z1_Downtown
2023-01-11,Z2_Industrial,5.24,73.62,1,47623.6,1,2,0,1,11,1,Z2_Industrial
2023-01-11,Z3_Residential,5.24,73.62,1,20116.8,1,2,0,1,11,2,Z3_Residential
2023-01-11,Z4_Commercial,5.24,73.62,1,29785.1,1,2,0,1,11,3,Z4_Commercial
2023-01-11,Z5_Airport,5.24,73.62,1,43006.5,1,2,0,1,11,4,Z5_Airport
2023-01-12,Z1_Downtown,5.39,82.39,0,20755.4,1,3,0,1,12,0,Z1_Downtown
2023-01-12,Z2_Industrial,5.39,82.39,0,45832.8,1,3,0,1,12,1,Z2_Industrial
2023-01-12,Z3_Residential,5.39,82.39,0,17084.1,1,3,0,1,12,2,Z3_Residential
2023-01-12,Z4_Commercial,5.39,82.39,0,24397.1,1,3,0,1,12,3,Z4_Commercial
2023-01-12,Z5_Airport,5.39,82.39,0,37466.6,1,3,0,1,12,4,Z5_Airport
2023-01-13,Z1_Downtown,0.06,70.73,0,20492.9,1,4,0,1,13,0,Z1_Downtown
2023-01-13,Z2_Industrial,0.06,70.73,0,45980.4,1,4,0,1,13,1,Z2_Industrial
2023-01-13,Z3_Residential,0.06,70.73,0,17714.0,1,4,0,1,13,2,Z3_Residential
2023-01-13,Z4_Commercial,0.06,70.73,0,25492.2,1,4,0,1,13,3,Z4_Commercial
2023-01-13,Z5_Airport,0.06,70.73,0,40048.7,1,4,0,1,13,4,Z5_Airport
2023-01-14,Z1_Downtown,1.31,76.96,1,20697.6,1,5,1,1,14,0,Z1_Downtown
2023-01-14,Z2_Industrial,1.31,76.96,1,43924.8,1,5,1,1,14,1,Z2_Industrial
2023-01-14,Z3_Residential,1.31,76.96,1,18572.1,1,5,1,1,14,2,Z3_Residential
2023-01-14,Z4_Commercial,1.31,76.96,1,27837.6,1,5,1,1,14,3,Z4_Commercial
2023-01-14,Z5_Airport,1.31,76.96,1,37809.7,1,5,1,1,14,4,Z5_Airport
2023-01-15,Z1_Downtown,2.42,66.93,0,17560.5,1,6,1,1,15,0,Z1_Downtown
2023-01-15,Z2_Industrial,2.42,66.93,0,39837.3,1,6,1,1,15,1,Z2_Industrial
2023-01-15,Z3_Residential,2.42,66.93,0,14677.6,1,6,1,1,15,2,Z3_Residential
2023-01-15,Z4_Commercial,2.42,66.93,0,22940.2,1,6,1,1,15,3,Z4_Commercial
2023-01-15,Z5_Airport,2.42,66.93,0,33059.9,1,6,1,1,15,4,Z5_Airport
2023-01-16,Z1_Downtown,1.23,79.81,1,24439.4,1,0,0,1,16,0,Z1_Downtown
2023-01-16,Z2_Industrial,1.23,79.81,1,50730.1,1,0,0,1,16,1,Z2_Industrial
2023-01-16,Z3_Residential,1.23,79.81,1,21368.4,1,0,0,1,16,2,Z3_Residential
2023-01-16,Z4_Commercial,1.23,79.81,1,31972.6,1,0,0,1,16,3,Z4_Commercial
2023-01-16,Z5_Airport,1.23,79.81,1,41930.7,1,0,0,1,16,4,Z5_Airport
2023-01-17,Z1_Downtown,2.47,70.85,0,19953.9,1,1,0,1,17,0,Z1_Downtown
2023-01-17,Z2_Industrial,2.47,70.85,0,47206.1,1,1,0,1,17,1,Z2_Industrial
2023-01-17,Z3_Residential,2.47,70.85,0,16693.5,1,1,0,1,17,2,Z3_Residential
2023-01-17,Z4_Commercial,2.47,70.85,0,24400.9,1,1,0,1,17,3,Z4_Commercial
2023-01-17,Z5_Airport,2.47,70.85,0,37931.4,1,1,0,1,17,4,Z5_Airport
2023-01-18,Z1_Downtown,5.43,84.84,0,22475.6,1,2,0,1,18,0,Z1_Downtown
2023-01-18,Z2_Industrial,5.43,84.84,0,47010.5,1,2,0,1,18,1,Z2_Industrial
2023-01-18,Z3_Residential,5.43,84.84,0,16945.3,1,2,0,1,18,2,Z3_Residential
2023-01-18,Z4_Commercial,5.43,84.84,0,24220.5,1,2,0,1,18,3,Z4_Commercial
2023-01-18,Z5_Airport,5.43,84.84,0,39456.3,1,2,0,1,18,4,Z5_Airport
2023-01-19,Z1_Downtown,2.15,74.69,0,20813.3,1,3,0,1,19,0,Z1_Downtown
2023-01-19,Z2_Industrial,2.15,74.69,0,47883.8,1,3,0,1,19,1,Z2_Industrial
2023-01-19,Z3_Residential,2.15,74.69,0,17201.3,1,3,0,1,19,2,Z3_Residential
2023-01-19,Z4_Commercial,2.15,74.69,0,25507.0,1,3,0,1,19,3,Z4_Commercial
2023-01-19,Z5_Airport,2.15,74.69,0,37982.1,1,3,0,1,19,4,Z5_Airport
2023-01-20,Z1_Downtown,-0.33,73.99,0,21310.7,1,4,0,1,20,0,Z1_Downtown
2023-01-20,Z2_Industrial,-0.33,73.99,0,48966.3,1,4,0,1,20,1,Z2_Industrial
2023-01-20,Z3_Residential,-0.33,73.99,0,17632.0,1,4,0,1,20,2,Z3_Residential
2023-01-20,Z4_Commercial,-0.33,73.99,0,26597.5,1,4,0,1,20,3,Z4_Commercial
2023-01-20,Z5_Airport,-0.33,73.99,0,38707.1,1,4,0,1,20,4,Z5_Airport
2023-01-21,Z1_Downtown,1.25,70.03,0,19260.7,1,5,1,1,21,0,Z1_Downtown
2023-01-21,Z2_Industrial,1.25,70.03,0,38546.8,1,5,1,1,21,1,Z2_Industrial
2023-01-21,Z3_Residential,1.25,70.03,0,15454.5,1,5,1,1,21,2,Z3_Residential
2023-01-21,Z4_Commercial,1.25,70.03,0,21618.3,1,5,1,1,21,3,Z4_Commercial
2023-01-21,Z5_Airport,1.25,70.03,0,34500.0,1,5,1,1,21,4,Z5_Airport
2023-01-22,Z1_Downtown,6.07,76.36,0,17432.6,1,6,1,1,22,0,Z1_Downtown
2023-01-22,Z2_Industrial,6.07,76.36,0,40095.3,1,6,1,1,22,1,Z2_Industrial
2023-01-22,Z3_Residential,6.07,76.36,0,14531.2,1,6,1,1,22,2,Z3_Residential
2023-01-22,Z4_Commercial,6.07,76.36,0,20998.8,1,6,1,1,22,3,Z4_Commercial
2023-01-22,Z5_Airport,6.07,76.36,0,31835.1,1,6,1,1,22,4,Z5_Airport
2023-01-23,Z1_Downtown,5.54,90.1,0,21034.7,1,0,0,1,23,0,Z1_Downtown
2023-01-23,Z2_Industrial,5.54,90.1,0,46935.2,1,0,0,1,23,1,Z2_Industrial
2023-01-23,Z3_Residential,5.54,90.1,0,18169.4,1,0,0,1,23,2,Z3_Residential
2023-01-23,Z4_Commercial,5.54,90.1,0,26018.2,1,0,0,1,23,3,Z4_Commercial
2023-01-23,Z5_Airport,5.54,90.1,0,38755.9,1,0,0,1,23,4,Z5_Airport
2023-01-24,Z1_Downtown,8.46,80.75,0,20473.7,1,1,0,1,24,0,Z1_Downtown
2023-01-24,Z2_Industrial,8.46,80.75,0,44534.3,1,1,0,1,24,1,Z2_Industrial
2023-01-24,Z3_Residential,8.46,80.75,0,15875.4,1,1,0,1,24,2,Z3_Residential
2023-01-24,Z4_Commercial,8.46,80.75,0,26058.1,1,1,0,1,24,3,Z4_Commercial
2023-01-24,Z5_Airport,8.46,80.75,0,40903.2,1,1,0,1,24,4,Z5_Airport
2023-01-25,Z1_Downtown,4.72,74.11,0,19959.7,1,2,0,1,25,0,Z1_Downtown
2023-01-25,Z2_Industrial,4.72,74.11,0,45070.9,1,2,0,1,25,1,Z2_Industrial
2023-01-25,Z3_Residential,4.72,74.11,0,16815.6,1,2,0,1,25,2,Z3_Residential
2023-01-25,Z4_Commercial,4.72,74.11,0,24936.5,1,2,0,1,25,3,Z4_Commercial
2023-01-25,Z5_Airport,4.72,74.11,0,39019.6,1,2,0,1,25,4,Z5_Airport
2023-01-26,Z1_Downtown,4.89,79.72,0,20810.6,1,3,0,1,26,0,Z1_Downtown
2023-01-26,Z2_Industrial,4.89,79.72,0,47250.1,1,3,0,1,26,1,Z2_Industrial
2023-01-26,Z3_Residential,4.89,79.72,0,16261.0,1,3,0,1,26,2,Z3_Residential
2023-01-26,Z4_Commercial,4.89,79.72,0,25419.9,1,3,0,1,26,3,Z4_Commercial
2023-01-26,Z5_Airport,4.89,79.72,0,38139.9,1,3,0,1,26,4,Z5_Airport
2023-01-27,Z1_Downtown,1.85,69.84,0,21225.9,1,4,0,1,27,0,Z1_Downtown
2023-01-27,Z2_Industrial,1.85,69.84,0,44575.0,1,4,0,1,27,1,Z2_Industrial
2023-01-27,Z3_Residential,1.85,69.84,0,16827.7,1,4,0,1,27,2,Z3_Residential
2023-01-27,Z4_Commercial,1.85,69.84,0,25094.6,1,4,0,1,27,3,Z4_Commercial
2023-01-27,Z5_Airport,1.85,69.84,0,38731.4,1,4,0,1,27,4,Z5_Airport
2023-01-28,Z1_Downtown,8.64,81.01,0,17579.6,1,5,1,1,28,0,Z1_Downtown
2023-01-28,Z2_Industrial,8.64,81.01,0,38492.0,1,5,1,1,28,1,Z2_Industrial
2023-01-28,Z3_Residential,8.64,81.01,0,14471.2,1,5,1,1,28,2,Z3_Residential
2023-01-28,Z4_Commercial,8.64,81.01,0,21813.8,1,5,1,1,28,3,Z4_Commercial
2023-01-28,Z5_Airport,8.64,81.01,0,33434.2,1,5,1,1,28,4,Z5_Airport
2023-01-29,Z1_Downtown,2.51,77.27,0,19608.4,1,6,1,1,29,0,Z1_Downtown
2023-01-29,Z2_Industrial,2.51,77.27,0,42258.2,1,6,1,1,29,1,Z2_Industrial
2023-01-29,Z3_Residential,2.51,77.27,0,15171.3,1,6,1,1,29,2,Z3_Residential
2023-01-29,Z4_Commercial,2.51,77.27,0,22196.5,1,6,1,1,29,3,Z4_Commercial
2023-01-29,Z5_Airport,2.51,77.27,0,31815.0,1,6,1,1,29,4,Z5_Airport
2023-01-30,Z1_Downtown,4.13,78.9,0,20426.9,1,0,0,1,30,0,Z1_Downtown
2023-01-30,Z2_Industrial,4.13,78.9,0,45527.2,1,0,0,1,30,1,Z2_Industrial
2023-01-30,Z3_Residential,4.13,78.9,0,16313.3,1,0,0,1,30,2,Z3_Residential
2023-01-30,Z4_Commercial,4.13,78.9,0,25418.4,1,0,0,1,30,3,Z4_Commercial
2023-01-30,Z5_Airport,4.13,78.9,0,37915.9,1,0,0,1,30,4,Z5_Airport
2023-01-31,Z1_Downtown,4.45,69.19,0,19444.7,1,1,0,1,31,0,Z1_Downtown
2023-01-31,Z2_Industrial,4.45,69.19,0,44216.4,1,1,0,1,31,1,Z2_Industrial
2023-01-31,Z3_Residential,4.45,69.19,0,17012.1,1,1,0,1,31,2,Z3_Residential
2023-01-31,Z4_Commercial,4.45,69.19,0,24142.6,1,1,0,1,31,3,Z4_Commercial
2023-01-31,Z5_Airport,4.45,69.19,0,37715.1,1,1,0,1,31,4,Z5_Airport
2023-02-01,Z1_Downtown,11.69,99.27,1,23029.7,2,2,0,1,32,0,Z1_Downtown
2023-02-01,Z2_Industrial,11.69,99.27,1,49825.4,2,2,0,1,32,1,Z2_Industrial
2023-02-01,Z3_Residential,11.69,99.27,1,21326.9,2,2,0,1,32,2,Z3_Residential
2023-02-01,Z4_Commercial,11.69,99.27,1,29759.4,2,2,0,1,32,3,Z4_Commercial
2023-02-01,Z5_Airport,11.69,99.27,1,42775.2,2,2,0,1,32,4,Z5_Airport
2023-02-02,Z1_Downtown,8.65,79.33,0,20223.3,2,3,0,1,33,0,Z1_Downtown
2023-02-02,Z2_Industrial,8.65,79.33,0,44291.6,2,3,0,1,33,1,Z2_Industrial
2023-02-02,Z3_Residential,8.65,79.33,0,16131.2,2,3,0,1,33,2,Z3_Residential
2023-02-02,Z4_Commercial,8.65,79.33,0,24693.6,2,3,0,1,33,3,Z4_Commercial
2023-02-02,Z5_Airport,8.65,79.33,0,39172.3,2,3,0,1,33,4,Z5_Airport
2023-02-03,Z1_Downtown,4.79,79.45,0,20846.5,2,4,0,1,34,0,Z1_Downtown
2023-02-03,Z2_Industrial,4.79,79.45,0,46856.2,2,4,0,1,34,1,Z2_Industrial
2023-02-03,Z3_Residential,4.79,79.45,0,17016.1,2,4,0,1,34,2,Z3_Residential
2023-02-03,Z4_Commercial,4.79,79.45,0,25453.3,2,4,0,1,34,3,Z4_Commercial
2023-02-03,Z5_Airport,4.79,79.45,0,38279.4,2,4,0,1,34,4,Z5_Airport
2023-02-04,Z1_Downtown,7.56,74.71,0,18391.4,2,5,1,1,35,0,Z1_Downtown
2023-02-04,Z2_Industrial,7.56,74.71,0,39891.8,2,5,1,1,35,1,Z2_Industrial
2023-02-04,Z3_Residential,7.56,74.71,0,13991.2,2,5,1,1,35,2,Z3_Residential
2023-02-04,Z4_Commercial,7.56,74.71,0,20768.1,2,5,1,1,35,3,Z4_Commercial
2023-02-04,Z5_Airport,7.56,74.71,0,34550.8,2,5,1,1,35,4,Z5_Airport
2023-02-05,Z1_Downtown,7.54,79.15,1,20721.5,2,6,1,1,36,0,Z1_Downtown
2023-02-05,Z2_Industrial,7.54,79.15,1,43073.8,2,6,1,1,36,1,Z2_Industrial
2023-02-05,Z3_Residential,7.54,79.15,1,17723.3,2,6,1,1,36,2,Z3_Residential
2023-02-05,Z4_Commercial,7.54,79.15,1,26414.6,2,6,1,1,36,3,Z4_Commercial
2023-02-05,Z5_Airport,7.54,79.15,1,37560.7,2,6,1,1,36,4,Z5_Airport
2023-02-06,Z1_Downtown,7.06,72.78,0,20087.4,2,0,0,1,37,0,Z1_Downtown
2023-02-06,Z2_Industrial,7.06,72.78,0,46317.7,2,0,0,1,37,1,Z2_Industrial
2023-02-06,Z3_Residential,7.06,72.78,0,16539.3,2,0,0,1,37,2,Z3_Residential
2023-02-06,Z4_Commercial,7.06,72.78,0,23085.4,2,0,0,1,37,3,Z4_Commercial
2023-02-06,Z5_Airport,7.06,72.78,0,38618.5,2,0,0,1,37,4,Z5_Airport
2023-02-07,Z1_Downtown,7.59,77.29,0,19392.3,2,1,0,1,38,0,Z1_Downtown
2023-02-07,Z2_Industrial,7.59,77.29,0,46613.2,2,1,0,1,38,1,Z2_Industrial
2023-02-07,Z3_Residential,7.59,77.29,0,16887.3,2,1,0,1,38,2,Z3_Residential
2023-02-07,Z4_Commercial,7.59,77.29,0,23913.8,2,1,0,1,38,3,Z4_Commercial
2023-02-07,Z5_Airport,7.59,77.29,0,39914.7,2,1,0,1,38,4,Z5_Airport
2023-02-08,Z1_Downtown,6.23,74.24,0,20201.2,2,2,0,1,39,0,Z1_Downtown
2023-02-08,Z2_Industrial,6.23,74.24,0,47946.0,2,2,0,1,39,1,Z2_Industrial
2023-02-08,Z3_Residential,6.23,74.24,0,16502.7,2,2,0,1,39,2,Z3_Residential
2023-02-08,Z4_Commercial,6.23,74.24,0,26120.6,2,2,0,1,39,3,Z4_Commercial
2023-02-08,Z5_Airport,6.23,74.24,0,40294.3,2,2,0,1,39,4,Z5_Airport
2023-02-09,Z1_Downtown,8.69,88.48,0,21103.4,2,3,0,1,40,0,Z1_Downtown
2023-02-09,Z2_Industrial,8.69,88.48,0,45927.8,2,3,0,1,40,1,Z2_Industrial
2023-02-09,Z3_Residential,8.69,88.48,0,16964.2,2,3,0,1,40,2,Z3_Residential
2023-02-09,Z4_Commercial,8.69,88.48,0,24860.0,2,3,0,1,40,3,Z4_Commercial
2023-02-09,Z5_Airport,8.69,88.48,0,40170.8,2,3,0,1,40,4,Z5_Airport
2023-02-10,Z1_Downtown,4.0,80.59,0,20941.5,2,4,0,1,41,0,Z1_Downtown
2023-02-10,Z2_Industrial,4.0,80.59,0,48032.9,2,4,0,1,41,1,Z2_Industrial
2023-02-10,Z3_Residential,4.0,80.59,0,17517.4,2,4,0,1,41,2,Z3_Residential
2023-02-10,Z4_Commercial,4.0,80.59,0,26831.0,2,4,0,1,41,3,Z4_Commercial
2023-02-10,Z5_Airport,4.0,80.59,0,39991.9,2,4,0,1,41,4,Z5_Airport
2023-02-11,Z1_Downtown,2.98,73.59,0,17765.9,2,5,1,1,42,0,Z1_Downtown
2023-02-11,Z2_Industrial,2.98,73.59,0,41663.1,2,5,1,1,42,1,Z2_Industrial
2023-02-11,Z3_Residential,2.98,73.59,0,15320.4,2,5,1,1,42,2,Z3_Residential
2023-02-11,Z4_Commercial,2.98,73.59,0,21671.0,2,5,1,1,42,3,Z4_Commercial
2023-02-11,Z5_Airport,2.98,73.59,0,32249.1,2,5,1,1,42,4,Z5_Airport
2023-02-12,Z1_Downtown,7.96,64.19,1,19740.6,2,6,1,1,43,0,Z1_Downtown
2023-02-12,Z2_Industrial,7.96,64.19,1,43695.7,2,6,1,1,43,1,Z2_Industrial
2023-02-12,Z3_Residential,7.96,64.19,1,17061.9,2,6,1,1,43,2,Z3_Residential
2023-02-12,Z4_Commercial,7.96,64.19,1,24402.9,2,6,1,1,43,3,Z4_Commercial
2023-02-12,Z5_Airport,7.96,64.19,1,37361.7,2,6,1,1,43,4,Z5_Airport
2023-02-13,Z1_Downtown,8.25,77.02,0,19137.2,2,0,0,1,44,0,Z1_Downtown
2023-02-13,Z2_Industrial,8.25,77.02,0,45327.7,2,0,0,1,44,1,Z2_Industrial
2023-02-13,Z3_Residential,8.25,77.02,0,16325.3,2,0,0,1,44,2,Z3_Residential
2023-02-13,Z4_Commercial,8.25,77.02,0,23770.3,2,0,0,1,44,3,Z4_Commercial
2023-02-13,Z5_Airport,8.25,77.02,0,40575.6,2,0,0,1,44,4,Z5_Airport
2023-02-14,Z1_Downtown,9.3,80.27,0,20693.8,2,1,0,1,45,0,Z1_Downtown
2023-02-14,Z2_Industrial,9.3,80.27,0,47569.6,2,1,0,1,45,1,Z2_Industrial
2023-02-14,Z3_Residential,9.3,80.27,0,16244.8,2,1,0,1,45,2,Z3_Residential
2023-02-14,Z4_Commercial,9.3,80.27,0,24972.7,2,1,0,1,45,3,Z4_Commercial
2023-02-14,Z5_Airport,9.3,80.27,0,39197.1,2,1,0,1,45,4,Z5_Airport
2023-02-15,Z1_Downtown,5.78,72.11,0,20557.6,2,2,0,1,46,0,Z1_Downtown
2023-02-15,Z2_Industrial,5.78,72.11,0,47525.0,2,2,0,1,46,1,Z2_Industrial
2023-02-15,Z3_Residential,5.78,72.11,0,15831.3,2,2,0,1,46,2,Z3_Residential
2023-02-15,Z4_Commercial,5.78,72.11,0,24855.7,2,2,0,1,46,3,Z4_Commercial
2023-02-15,Z5_Airport,5.78,72.11,0,40631.4,2,2,0,1,46,4,Z5_Airport
2023-02-16,Z1_Downtown,6.31,66.49,0,20518.1,2,3,0,1,47,0,Z1_Downtown
2023-02-16,Z2_Industrial,6.31,66.49,0,46046.5,2,3,0,1,47,1,Z2_Industrial
2023-02-16,Z3_Residential,6.31,66.49,0,16135.2,2,3,0,1,47,2,Z3_Residential
2023-02-16,Z4_Commercial,6.31,66.49,0,25143.1,2,3,0,1,47,3,Z4_Commercial
2023-02-16,Z5_Airport,6.31,66.49,0,39791.4,2,3,0,1,47,4,Z5_Airport
2023-02-17,Z1_Downtown,10.38,91.47,0,19491.2,2,4,0,1,48,0,Z1_Downtown
2023-02-17,Z2_Industrial,10.38,91.47,0,48452.3,2,4,0,1,48,1,Z2_Industrial
2023-02-17,Z3_Residential,10.38,91.47,0,16676.8,2,4,0,1,48,2,Z3_Residential
2023-02-17,Z4_Commercial,10.38,91.47,0,25287.6,2,4,0,1,48,3,Z4_Commercial
2023-02-17,Z5_Airport,10.38,91.47,0,40495.9,2,4,0,1,48,4,Z5_Airport
2023-02-18,Z1_Downtown,4.09,62.62,0,17045.1,2,5,1,1,49,0,Z1_Downtown
2023-02-18,Z2_Industrial,4.09,62.62,0,39930.5,2,5,1,1,49,1,Z2_Industrial
2023-02-18,Z3_Residential,4.09,62.62,0,14180.2,2,5,1,1,49,2,Z3_Residential
2023-02-18,Z4_Commercial,4.09,62.62,0,21599.8,2,5,1,1,49,3,Z4_Commercial
2023-02-18,Z5_Airport,4.09,62.62,0,31574.2,2,5,1,1,49,4,Z5_Airport
2023-02-19,Z1_Downtown,2.14,72.84,0,18364.4,2,6,1,1,50,0,Z1_Downtown
2023-02-19,Z2_Industrial,2.14,72.84,0,40605.8,2,6,1,1,50,1,Z2_Industrial
2023-02-19,Z3_Residential,2.14,72.84,0,15248.2,2,6,1,1,50,2,Z3_Residential
2023-02-19,Z4_Commercial,2.14,72.84,0,22722.1,2,6,1,1,50,3,Z4_Commercial
2023-02-19,Z5_Airport,2.14,72.84,0,33696.7,2,6,1,1,50,4,Z5_Airport
2023-02-20,Z1_Downtown,10.85,66.54,0,19626.6,2,0,0,1,51,0,Z1_Downtown
2023-02-20,Z2_Industrial,10.85,66.54,0,46867.9,2,0,0,1,51,1,Z2_Industrial
2023-02-20,Z3_Residential,10.85,66.54,0,14612.7,2,0,0,1,51,2,Z3_Residential
2023-02-20,Z4_Commercial,10.85,66.54,0,24244.3,2,0,0,1,51,3,Z4_Commercial
2023-02-20,Z5_Airport,10.85,66.54,0,38302.8,2,0,0,1,51,4,Z5_Airport
2023-02-21,Z1_Downtown,9.08,78.59,0,19513.3,2,1,0,1,52,0,Z1_Downtown
2023-02-21,Z2_Industrial,9.08,78.59,0,44105.8,2,1,0,1,52,1,Z2_Industrial
2023-02-21,Z3_Residential,9.08,78.59,0,15230.1,2,1,0,1,52,2,Z3_Residential
2023-02-21,Z4_Commercial,9.08,78.59,0,24319.1,2,1,0,1,52,3,Z4_Commercial
2023-02-21,Z5_Airport,9.08,78.59,0,39729.0,2,1,0,1,52,4,Z5_Airport
2023-02-22,Z1_Downtown,8.77,73.31,0,20757.2,2,2,0,1,53,0,Z1_Downtown
2023-02-22,Z2_Industrial,8.77,73.31,0,45926.8,2,2,0,1,53,1,Z2_Industrial
2023-02-22,Z3_Residential,8.77,73.31,0,16198.4,2,2,0,1,53,2,Z3_Residential
2023-02-22,Z4_Commercial,8.77,73.31,0,24611.1,2,2,0,1,53,3,Z4_Commercial
2023-02-22,Z5_Airport,8.77,73.31,0,37856.6,2,2,0,1,53,4,Z5_Airport
2023-02-23,Z1_Downtown,8.02,59.65,0,19389.7,2,3,0,1,54,0,Z1_Downtown
2023-02-23,Z2_Industrial,8.02,59.65,0,46876.4,2,3,0,1,54,1,Z2_Industrial
2023-02-23,Z3_Residential,8.02,59.65,0,15386.6,2,3,0,1,54,2,Z3_Residential
2023-02-23,Z4_Commercial,8.02,59.65,0,23066.6,2,3,0,1,54,3,Z4_Commercial
